x0,x1,x2,x3,x4,x5,x6,x7,x8,x9
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.934048032720084,0.7395352277899183,0.5956039386056458,0.3397101671624795,0.8748540622509425,0.5837101591062451,0.9964227895665456,0.5269485697312651,0.1452449860442684,0.24970265180205953
0.9712575950693461,0.7975815030052348,0.5237493699529596,0.9454455506150027,0.7862855450058214,0.4878305270569211,0.34805504347043226,0.23838428833475167,0.5011969204507233,0.23682564062599243
0.9460116230451711,0.03458335508219201,0.3804176503026033,0.6556572069397248,0.4284109784291845,0.9015782439829154,0.9379531868987623,0.5603325383662205,0.9667130106582191,0.4647364584030178
0.7606450011559767,0.4024149768640115,0.3436828519329058,0.552427622699065,0.9494524814658956,0.7336729065855895,0.4789785458236585,0.18488748688032497,0.9735772031865227,0.6181226964605914
0.029175767602209746,0.9415708946677473,0.9424928968289302,0.6052977058943936,0.9739455520505705,0.6846589568582339,0.11195022050247816,0.2762983729391124,0.9161230483143377,0.07830630685580187
0.36327830166896324,0.9326879922055287,0.41502964618760674,0.2654820527359161,0.13695723517065628,0.6609013803421405,0.8588164978236043,0.8283401066570442,0.9312697278188351,0.43787234442893086
0.8323476706978011,0.9652460445429679,0.27008356948166223,0.3930015836658892,0.6712077810529016,0.47309668043102326,0.8280837693048346,0.39916180122711775,0.8027273168095619,0.35798584992945215
0.684323674248595,0.5720999670783518,0.7707068469759742,0.9377116397788661,0.9571959115043449,0.8423148506444216,0.049510081061605815,0.6602095451503724,0.7585886620742928,0.530491627519126
0.707739725789225,0.6006025828654044,0.9114925943868905,0.3907642734453207,0.3903116510587158,0.3968981400271805,0.4157100514854276,0.6384103380485483,0.7868656010113861,0.9778716053302225
0.4122986656591714,0.9634169677926587,0.5163909105245347,0.6972691652714587,0.5730140314516936,0.9650467234019054,0.08280219469549921,0.48458082175979744,0.6522515751016044,0.5258302468205057
0.031605256596511255,0.18292884749709482,0.8521424442367729,0.6070163190153577,0.8216909561699598,0.7126770280929978,0.9258927261743636,0.6941967131916359,0.9839521427232355,0.5107391168419053
0.2021732852907202,0.4955634924787372,0.8104838362327268,0.9088814237187942,0.9343709099915187,0.1597168663794566,0.11065344957354584,0.5907051266949269,0.696490197413539,0.7151199793975889
0.8752522644052645,0.9906626187778799,0.6038147686495621,0.8067646319782599,0.6929026300560108,0.17507059008827874,0.8792290457135368,0.467450950762773,0.8505546302720849,0.6155291433883394
0.570337165397738,0.906838809970695,0.7331603726339397,0.8196136236701441,0.9528003266901443,0.8054164100583954,0.12020242988787233,0.20448952009124632,0.30703235079622915,0.9345829760986041
0.8713655638984962,0.6709158987653355,0.8908765575563488,0.1578939315874338,0.4199374077421709,0.8804973438549647,0.7123789417607005,0.701910405999492,0.5855025350041627,0.3029607579832885
0.9830960830961369,0.8144645191851597,0.3161519604453592,0.21484349386694168,0.06015346879164962,0.8756000534529991,0.7128166033029608,0.7396216978710844,0.6004597153646338,0.9297411253620864
0.9595700905806532,0.7654359741297931,0.6952288804812489,0.24798675781112678,0.8825892497392073,0.8680658083318267,0.7086303400171514,0.9432877957021264,0.6551442798735228,0.8017376515779273
0.8915184715376728,0.10155187970348678,0.941206957384955,0.11810819607526568,0.9381769257297073,0.8942252581973725,0.9649537322491099,0.6707009988407625,0.9422735404385935,0.3164122707844338
0.6149090403133349,0.6493627599486631,0.7226082874211092,0.9957573375367628,0.7193748573475578,0.053178330059926116,0.8133503150747953,0.650717286646593,0.9859764144426003,0.4982160755809105
0.014516207953647942,0.7398826236231891,0.7380935224052503,0.5971679356055489,0.7482791438814052,0.6709066644446297,0.36003904268886244,0.35964904721562074,0.9040963048199421,0.9341359081219217
0.8974743858850898,0.09786499475863675,0.005257498480155665,0.9182506519462806,0.603044264425139,0.6084304286541937,0.9303059940583045,0.8615443270701475,0.5567927759725804,0.274111119848638
0.2005271084011495,0.7262382319148875,0.7763005993000165,0.6636696248587051,0.0252226751436051,0.7754476412984361,0.03020972017378809,0.4709734924886272,0.9924935211729161,0.7712222934585581
0.7957202327255545,0.9312417364545222,0.6304265362200173,0.2520776556679608,0.6857808672943444,0.5072612171750106,0.5175645512319101,0.7908276657390576,0.7344851400895149,0.06111277415339256
0.8308669102556088,0.9482753141019206,0.7081953380612271,0.9644590710510061,0.43757594687229096,0.7197378660651306,0.0267412878094192,0.7723805182017521,0.12125406441245579,0.5748333745404628
0.8506292627886222,0.889471730881008,0.9825631354756287,0.07836661465087635,0.41612190387559356,0.2893676688510748,0.49968090792930975,0.49726466043988216,0.514222063830284,0.7888367660403884
0.9676256352814337,0.40583652935554826,0.43395985735152554,0.7688860686429356,0.5004624250821664,0.49919984237040527,0.2709198131509325,0.7284542519282562,0.9302089728816474,0.7091446678717497
